State,City,Water Source,Pollutant Type,Pollution Level,pH,Dissolved Oxygen,Temperature,Year,Safe Limit
Bihar,,Canal,Sewage,Low,8.04,5.19,20.3,2023,Yes
Madhya Pradesh,Jabalpur,well,Plastic Waste,Severe,7.9,8.57,15.8,2024,No
Uttar Pradesh,Kanpur,Lake,Lead,Severe,7.35,7.01,20.6,2015,Yes
Karnataka,Mysuru,Canal,Nitrate,HIGH,5.95,2.26,26.7,2024,No
Karnataka,Bengaluru,Canal,Mercury, Low ,6.15,7.41,21.8,2022.0,Yes
Rajasthan,Jodhpur,Borewell,Lead,Low,7.28,6.34,16.3,2021,Yes
Maharashtra,Nashik,River,Plastic Waste,Low,7.23,5.37,14.4,2020,No
Odisha,Berhampur,Canal,Pesticides,SEVERE,6.73,7.26,28.6,2020,Yes
Karnataka,Belgaum,,Industrial Waste,low,6.34,4.17,34.6,2020,No
Tamil Nadu,Coimbatore,Borewell,Nitrate,SEVERE,7.7,8.39,30.8,2023,No
Tamil Nadu,Coimbatore,Groundwater,cadmium,high,7.63,7.22,24.4,2023.0,Yes
Assam,Nagaon,Reservoir,Sewage,Medium,5.74,1.62,23.8,2023,Yes
Delhi,New Delhi,Canal,Mercury,High,8.28,4.42,14.7,2015,No
Maharashtra,Nagpur,CANAL,pesticides,Low,7.5,5.64,26.7,2024,No
Uttar Pradesh,Kanpur,Lake,Fluoride,high,6.59,3.9,28.8,2018,No
Assam,Jorhat,river,Sewage,,7.36,7.43,19.7,2015,No
Bihar,Muzaffarpur,Canal,Arsenic,Severe,8.48,11.0,18.4,2016,No
Haryana,Faridabad,Pond,Sewage,High,7.87,4.95,15.4,2020,Yes
Delhi,New Delhi,Well,Fluoride,Severe,7.03,3.04,27.5,2022,No
Gujarat,Surat,Well,Pesticides,Severe,6.8,6.45,21.6,2019,No
Karnataka,Bengaluru,RIVER,Fluoride,Severe,6.99,7.36,29.5,2022,Yes
Kerala,,well,Plastic Waste,Severe,6.09,2.02,21.3,2021,Yes
Punjab,Chandigarh,Borewell,Plastic Waste,Medium,5.55,4.13,20.2,2023,No
Assam,Guwahati,Canal,Fluoride,Severe,6.36,2.99,32.5,2020,No
Bihar,Bhagalpur,Borewell,Pesticides,Severe,7.17,5.43,24.7,2022,Yes
Kerala,Thrissur,Lake,Sewage,High,7.29,4.3,29.0,2023,No
Maharashtra,Nagpur,Reservoir,Chromium,Medium,7.59,4.93,27.8,2020,No
Haryana,Ambala,River,Fluoride,High,5.95,4.2,37.9,2018,No
Assam,Jorhat,Reservoir,Arsenic,Severe,8.27,,26.3,2019,Yes
Uttar Pradesh,Varanasi,GROUNDWATER,Cadmium,High,5.8,4.16,26.6,2022,Yes
Madhya Pradesh,Jabalpur,Reservoir,Cadmium,Medium,8.29,4.87,31.3,2019,NO
Rajasthan,Kota,Groundwater,Nitrate,Low,8.45,5.91,27.2,2016,No
Madhya Pradesh,Jabalpur,Borewell,Sewage,Medium,7.38,5.53,20.8,2024,
West Bengal,Durgapur,Well,Mercury,Medium,7.87,7.6,23.7,2018,No
Delhi,Karol Bagh,Lake,ARSENIC,HIGH,6.41,5.59,19.7,2016,No
Haryana,Gurugram,borewell,Fluoride,LOW,6.9,4.88,28.4,2019,No
Assam,Dibrugarh,Well,Cadmium,Medium,7.43,4.23,22.8,2017,yes
Uttar Pradesh,Kanpur,Reservoir,Sewage, Medium ,6.83,2.8,30.8,2020,Yes
West Bengal,Durgapur,River,Cadmium,Severe,6.65,8.16,20.7,2017,No
Bihar,Gaya,Borewell,Cadmium,High,7.19,4.62,28.0,2021,No
Gujarat,Ahmedabad,Reservoir,Cadmium,LOW,5.64,5.1,23.0,2019,NO
Haryana,Faridabad,Borewell,Industrial Waste,Low,6.46,5.75,24.4,2015,No
Gujarat,Vadodara,Reservoir,Mercury,Medium,6.95,0.5,18.9,2015,Yes
Punjab,Jalandhar,CANAL,nitrate,medium,6.41,4.43,30.9,2023,Yes
Maharashtra,Pune,Borewell,Sewage,Medium,,4.81,23.0,2022,No
Madhya Pradesh,Indore,Pond,ARSENIC,Medium,7.38,5.57,16.8,2017,Yes
Delhi,Dwarka, Borewell ,Sewage,Medium,6.5,6.75,29.9,2019,Yes
Madhya Pradesh,Bhopal,Pond,NITRATE,MEDIUM,5.98,6.42,20.9,2021,No
Madhya Pradesh,Ujjain,Borewell,Mercury,Low,6.6,3.91,23.1,2018,No
Karnataka,Bengaluru,Lake,Cadmium,Low,5.78,3.12,26.4,2021,Yes
Madhya Pradesh,Ujjain,Lake,Mercury, Severe ,7.54,7.09,21.7,2018,No
Kerala,Kozhikode,Canal,,,8.76,5.39,20.3,2017,No
Uttar Pradesh,Kanpur,Groundwater,Cadmium,Low,7.29,3.38,29.9,2015,No
Odisha,Rourkela,groundwater,Mercury,High,6.39,7.24,29.0,2019,No
Rajasthan,Bikaner,Reservoir,Pesticides,Severe,6.08,4.83,27.2,2022,Yes
Madhya Pradesh,Jabalpur,River,Sewage,HIGH,6.73,8.93,32.1,2024,Yes
Tamil Nadu,Coimbatore,Groundwater,Fluoride,LOW,8.22,3.14,8.9,2017,Yes
Tamil Nadu,Chennai,Pond,Plastic Waste,SEVERE,7.34,7.92,25.3,2018,No
Delhi,Saket,BOREWELL, Plastic Waste ,High,6.6,6.6,16.2,2024,Yes
Bihar,Muzaffarpur,Groundwater,Lead,Medium,5.58,7.74,35.2,2020,Yes
Tamil Nadu,Salem,Lake,Cadmium,Severe,6.92,2.89,19.4,2016,No
Punjab,Ludhiana,Borewell,Sewage,HIGH,8.66,7.02,29.8,2021,Yes
Rajasthan,Kota,Well,Chromium,Low,6.49,4.43,27.3,2021,No
Bihar,Muzaffarpur,Lake,Mercury,Medium,8.19,2.97,26.9,2018,No
Karnataka,Mangalore,GROUNDWATER,Cadmium,High,7.84,7.79,27.6,2023,Yes
Haryana,Panipat,Groundwater,Cadmium,Medium,8.31,8.75,15.6,2015,No
West Bengal,Durgapur,River,LEAD,High,7.61,5.25,21.4,2016,Yes
Haryana,Gurugram, Borewell ,Sewage,Severe,7.2,4.87,25.6,2015,No
Uttar Pradesh,Kanpur, Borewell ,Fluoride,Medium,7.09,4.63,15.1,2022,Yes
Kerala,Thiruvananthapuram,Borewell,Arsenic,,7.34,3.14,22.0,2020,Yes
Kerala,Thrissur,Pond,Arsenic,High,8.76,3.29,26.5,2020,No
Haryana,Panipat,Lake,Industrial Waste,Medium,7.51,5.12,26.7,2024,Yes
Bihar,Darbhanga,Lake,Mercury,High,7.94,6.55,23.4,2020,yes
Tamil Nadu,Chennai,Well,Fluoride,Low,6.51,4.06,22.0,2021,Yes
Bihar,Darbhanga,CANAL,Nitrate,Medium,9.36,3.5,31.3,2021,yes
Gujarat,Surat,River,Industrial Waste,Low,6.84,4.72,26.2,2018,Yes
Maharashtra,,Lake,Cadmium,high,8.29,2.21,13.7,2018,No
Madhya Pradesh,Jabalpur,Borewell,Plastic Waste,Medium,7.17,5.95,14.1,2019,No
Delhi,Saket,Pond,Cadmium,Low,7.37,9.34,25.4,2020,No
West Bengal,Howrah,WELL,CADMIUM,Medium,8.23,7.66,23.8,2024,No
Punjab,Amritsar,Well,NITRATE,medium,7.08,,22.9,2019,Yes
Assam,Guwahati,Reservoir,Plastic Waste,Low,6.27,7.04,23.7,2022,No
Delhi,Karol Bagh,river,industrial waste,Severe,6.97,8.32,10.9,2019,Yes
Punjab,Ludhiana,RIVER,Fluoride,Severe,7.87,,17.1,2015,No
Kerala,Thrissur,Groundwater,,Medium,6.61,5.92,19.4,2018,Yes
Madhya Pradesh,Gwalior,Borewell,Industrial Waste,Medium,6.9,5.9,30.2,2022,yes
Madhya Pradesh,Bhopal,River,Nitrate,Low,7.45,5.25,27.2,2023,no
Karnataka,Belgaum,Lake,Fluoride,Low,,5.39,18.7,2022,yes
Punjab,Chandigarh,Well,Sewage,High,,3.94,23.9,2023,No
Assam,Guwahati,Borewell,Chromium,High,7.56,3.96,18.6,2023,Yes
Tamil Nadu,Madurai,Pond,Fluoride,Severe,6.81,5.65,20.4,2024,Yes
Maharashtra,Mumbai,Borewell,Cadmium,Medium,5.94,6.25,23.9,2017.0,Yes
Assam,Guwahati,Canal,Lead,Severe,8.31,7.36,17.0,2022,No
Haryana,Karnal,Well,Industrial Waste,Low,6.79,3.14,24.9,2015,Yes
Bihar,Patna,Groundwater,Plastic Waste,Low,6.48,3.67,20.8,2019,No
Assam,Jorhat,Pond,Pesticides,Medium,5.56,4.91,22.9,2018,No
Odisha,Bhubaneswar,Borewell,Pesticides,Medium,8.84,6.03,20.1,2023,No
Haryana,Gurugram,Pond,Nitrate,Medium,8.75,4.13,27.3,2024,No
Gujarat,Bhavnagar,Well,Fluoride,Severe,7.52,4.06,14.5,2024,
Tamil Nadu,Salem,Well,Nitrate,Medium,6.79,4.77,21.3,2023,No
Rajasthan,Kota,LAKE,Nitrate,High,5.12,5.19,22.7,2015.0,Yes
Tamil Nadu,Trichy,River,Arsenic,Low,7.46,3.51,13.2,2016,Yes
Delhi,Saket,GROUNDWATER,Arsenic,severe,6.26,6.69,28.7,2020,Yes
Gujarat,Rajkot,Lake,Nitrate,High,7.67,5.81,23.1,2019,No
Gujarat,Vadodara,Reservoir,Mercury,Severe,7.5,2.07,21.8,2020,No
Madhya Pradesh,Indore,WELL, Industrial Waste ,Medium,7.31,3.72,23.3,2021,Yes
Punjab,Ludhiana,Canal,Lead,Low,8.65,7.62,21.7,2021,No
Haryana,Panipat,Groundwater,Mercury,high,6.79,2.97,26.0,2016,No
Punjab,Patiala,Canal,Lead,Severe,7.02,7.71,26.6,2024,Yes
Rajasthan,Udaipur,Canal,Industrial Waste,High,7.28,3.7,26.6,2020,No
Kerala,Kochi,Groundwater,SEWAGE,High,7.57,9.59,24.9,2024,Yes
Odisha,Bhubaneswar,Reservoir,ARSENIC,Severe,6.56,4.28,24.2,2021,Yes
Madhya Pradesh,Indore,Canal,mercury,MEDIUM,7.1,6.2,12.9,2018,Yes
Assam,Nagaon,Groundwater,Chromium,High,6.32,3.43,24.5,2018,No
Karnataka,Belgaum,,Pesticides,Severe,7.41,2.13,18.2,2020,NO
Odisha,Cuttack,River,Cadmium,Severe,7.02,4.06,26.9,2015,No
Karnataka,Bengaluru,River,Industrial Waste,Severe,7.24,5.41,22.8,2017,Yes
Punjab,Patiala,Well,Nitrate,High,7.18,5.32,26.2,2016,Yes
Gujarat,Surat,lake,Mercury,High,7.52,,17.3,2017,Yes
Rajasthan,Kota,Borewell,Nitrate,Medium,6.63,6.33,16.4,2016,NO
Punjab,Patiala,Borewell,Fluoride,Medium,,5.76,28.0,2024,No
Bihar,Patna,Canal,Mercury,Medium,6.6,5.7,22.2,2022,No
Bihar,Gaya,Reservoir,Lead,Severe,7.04,3.7,27.7,2021,No
Punjab,Amritsar,groundwater,Sewage,Medium,6.98,5.86,23.3,2024,No
Rajasthan,Jodhpur,Borewell,Cadmium,Low,6.75,3.41,14.9,2015,Yes
Madhya Pradesh,Indore,GROUNDWATER,Sewage,High,5.73,3.73,25.0,2021,Yes
Punjab,Chandigarh,Well,,Severe,6.43,,17.5,2019,No
Madhya Pradesh,Ujjain, Canal , Arsenic ,Medium,6.45,5.36,26.1,2018,Yes
Rajasthan,Bikaner,WELL,Fluoride,High,5.42,6.86,25.9,2024.0,No
Assam,Nagaon,Pond,CADMIUM,Medium,7.62,5.98,27.3,2021,NO
Karnataka,Mangalore,WELL,Industrial Waste,Medium,6.2,4.8,23.1,2020,Yes
Tamil Nadu,Chennai, Reservoir , Cadmium ,High,7.13,3.91,20.4,2015,yes
,Coimbatore,Groundwater,Lead,Severe,6.54,5.67,21.7,2016,No
Karnataka,Mysuru,LAKE,SEWAGE,Medium,8.29,8.08,25.4,2019,No
Odisha,Sambalpur,,Industrial Waste,LOW,7.72,2.13,27.2,2021,Yes
Assam,Dibrugarh,Well,Sewage,MEDIUM,7.31,6.53,28.8,2019,No
Rajasthan,Jodhpur,Pond,Lead,Severe,7.03,5.35,29.0,2020,Yes
Punjab,Chandigarh,Pond,Cadmium,High,6.9,5.56,24.8,,No
Assam,Nagaon,Lake,Nitrate,Low,6.85,4.16,20.6,2020,No
Bihar,Muzaffarpur, Groundwater ,Lead,medium,,5.86,25.4,2016,No
Bihar,Patna,Borewell,Lead,Severe,7.4,7.03,28.5,2019,No
Haryana,Gurugram,Pond,Mercury,Severe,7.69,6.14,30.3,2023,Yes
Madhya Pradesh,Indore,Borewell,Fluoride,High,6.92,8.88,26.6,2019,No
Odisha,Cuttack,Reservoir,Fluoride,Low,6.65,5.82,30.1,2019,No
Gujarat,Rajkot,well,Nitrate,Low,,6.73,19.9,2022,No
Tamil Nadu,Trichy,Well,Pesticides,High,4.5,5.45,32.9,2024,Yes
Assam,Nagaon,River,Pesticides,High,7.6,4.5,29.0,2023,No
Tamil Nadu,Trichy,Pond,Mercury, Severe ,6.97,7.53,23.7,2021,No
Madhya Pradesh,Bhopal,Reservoir,Pesticides,Low,7.63,4.46,24.6,2023,No
Assam,Dibrugarh,Groundwater,Arsenic,HIGH,6.72,3.81,25.2,2016,No
West Bengal,Asansol,Lake,Arsenic,Medium,7.47,4.06,22.5,2017,Yes
Delhi,New Delhi,Well,Industrial Waste,LOW,8.66,6.55,22.2,2023,No
Odisha,Cuttack,River,,Low,5.56,3.31,24.8,2017,No
Punjab,Patiala,pond,Cadmium,MEDIUM,6.25,5.39,26.2,2015,NO
Karnataka,Belgaum,Pond,Arsenic,Medium,6.48,5.77,16.2,2020,Yes
Maharashtra,Pune,Reservoir,Lead,Severe,7.34,7.96,20.8,2021,Yes
Punjab,Jalandhar,WELL,Industrial Waste,Low,6.16,4.52,22.6,2016,No
West Bengal,Kolkata,Well,Mercury,High,5.45,4.28,30.0,2016,No
Haryana,Panipat,Pond,Plastic Waste,Low,7.84,4.41,26.5,2016,No
Madhya Pradesh,Bhopal,Groundwater,Chromium,Medium,6.74,6.28,23.4,2016,No
Odisha,Berhampur,Canal,arsenic,High,7.0,3.41,31.5,2021,Yes
Karnataka,Mysuru,Well,Sewage,High,6.83,4.71,31.2,2018,Yes
Maharashtra,Aurangabad,Lake,Industrial Waste,Medium,7.86,6.69,18.9,2019,Yes
Haryana,Panipat,Well,Mercury,Severe,8.15,5.84,24.2,2019,No
Kerala,Thiruvananthapuram,Borewell,Lead,SEVERE,6.93,5.64,14.0,2021,Yes
Assam,Jorhat,Reservoir,Chromium,Low,7.81,,31.6,2022,No
Uttar Pradesh,Lucknow,canal,Sewage,Severe,5.67,3.09,24.7,2017,NO
Rajasthan,Udaipur,River,Fluoride,High,5.36,4.42,25.9,,yes
Haryana,Faridabad,River,Nitrate,High,7.52,5.27,31.0,2020,No
West Bengal,Kolkata,Pond,Sewage,Low,6.76,1.89,27.2,2016,No
Bihar,Bhagalpur,Lake,Pesticides,Low,7.59,8.68,29.2,2017,yes
West Bengal,Kolkata,Lake,Arsenic,High,6.41,4.95,17.3,2024.0,Yes
Maharashtra,Pune,Borewell,Pesticides,High,7.86,5.31,30.2,2016,
Assam,Jorhat,Lake,Chromium,Severe,6.99,3.88,24.4,2021,No
West Bengal,Kolkata,Reservoir,Industrial Waste,medium,6.87,5.58,29.1,2022,No
Odisha,Sambalpur,River,Sewage,SEVERE,5.91,3.56,32.4,2019,NO
Maharashtra,Aurangabad,Canal,Nitrate,Low,6.63,5.56,24.6,2016,No
,Mumbai,Lake, Lead ,Severe,8.07,6.77,25.8,2016,Yes
Assam,Jorhat,Borewell,Arsenic,High,7.13,6.89,35.9,2020.0,Yes
Tamil Nadu,Coimbatore,Reservoir,Nitrate,Low,6.8,6.99,12.9,2023,YES
Gujarat,Rajkot,Borewell,CHROMIUM,Medium,4.5,6.0,25.5,2024,Yes
Gujarat,Rajkot,Well,Arsenic,High,7.17,4.31,28.3,2017,No
Rajasthan,Jodhpur,River,Cadmium,High,7.27,5.83,37.5,2017,No
Tamil Nadu,Madurai,WELL,Chromium,Severe,6.77,8.38,26.8,2019,No
Odisha,Rourkela,River,,Medium,7.57,3.44,32.2,2018,Yes
Bihar,Muzaffarpur,Borewell,pesticides,High,5.54,5.84,23.8,2016,No
Bihar,Bhagalpur,Borewell,Sewage,Severe,7.07,5.63,23.2,2024,no
Punjab,Amritsar,Reservoir,Lead,Medium,7.35,3.39,29.6,2021,Yes
Maharashtra,Nashik,Lake,Sewage,High,6.34,5.44,33.0,2015,No
Tamil Nadu,Trichy,WELL,Pesticides,Low,7.05,4.14,25.8,2020,Yes
Bihar,Patna,RESERVOIR,lead,Medium,7.31,4.37,20.3,2017,Yes
Assam,Guwahati,LAKE,chromium,Severe,6.56,2.91,27.5,2024,No
Uttar Pradesh,Varanasi,RESERVOIR,NITRATE,Severe,7.56,9.2,24.1,2019,no
Punjab,Patiala,Pond,Plastic Waste,Low,8.56,5.86,20.7,2023,Yes
Rajasthan,Udaipur,Groundwater,arsenic,Low,7.69,4.41,25.8,2023,No
Gujarat,Ahmedabad,Reservoir,INDUSTRIAL WASTE,High,6.15,4.8,29.1,2021,No
Tamil Nadu,Trichy,Borewell, Sewage ,Medium,7.29,5.05,22.5,2015,No
Punjab,Jalandhar,Reservoir,Fluoride,Severe,7.44,0.5,19.7,,No
Gujarat,Rajkot,Borewell,Industrial Waste,LOW,8.49,6.62,25.2,2024,Yes
Gujarat,Rajkot,River,Mercury,Severe,,8.22,27.0,2019.0,Yes
Bihar,Gaya,Pond,Nitrate,Medium,7.65,6.43,20.8,2023,No
Bihar,Bhagalpur, Borewell ,Sewage,Low,6.98,4.52,17.3,2017,Yes
Odisha,Berhampur,Borewell,Lead,Medium,8.18,5.11,28.7,2017,Yes
Bihar,Muzaffarpur,Canal,SEWAGE,Low,7.29,4.54,28.2,2023,Yes
Bihar,Darbhanga,Borewell,Fluoride,HIGH,7.63,4.82,17.5,2016,Yes
Kerala,Kollam,Well,NITRATE,Severe,7.28,2.77,10.8,2015.0,No
Rajasthan,Jodhpur,Well,Pesticides,Medium,6.31,4.13,22.0,2019,Yes
Kerala,Kochi,River,Mercury,Low,6.65,7.31,21.1,2019,No
Tamil Nadu,Madurai,POND,Cadmium,Medium,6.55,3.79,22.3,2022,No
Bihar,Darbhanga,Lake,Cadmium,High,6.78,5.43,23.3,2021,No
Bihar,Gaya,Lake,Mercury,High,8.54,6.44,22.0,2016,Yes
Delhi,Rohini,GROUNDWATER,Chromium,High,6.48,6.56,32.3,2020,No
Haryana,Panipat,River,Arsenic,Low,7.11,5.28,22.9,2015,No
West Bengal,Asansol,River,Mercury,medium,6.75,1.85,24.8,2017,Yes
Haryana,Panipat,Well,Plastic Waste,severe,7.21,6.03,20.4,2016,Yes
Uttar Pradesh,Noida,Canal,Sewage,High,6.98,6.77,31.4,2016,Yes
Punjab,Ludhiana,Reservoir,Chromium,low,6.94,7.73,21.7,2017,Yes
Rajasthan,Bikaner,Lake,Sewage,Low,6.97,4.54,16.2,2016,YES
Tamil Nadu,Coimbatore,Reservoir,Pesticides,Severe,,6.26,21.1,2017,Yes
Odisha,Bhubaneswar,River,chromium, Severe ,5.64,4.7,28.3,2017,Yes
Delhi,Karol Bagh,Borewell,Fluoride,Medium,6.96,5.6,28.2,2015,Yes
Bihar,Darbhanga,Well,Chromium,Severe,5.7,4.96,23.7,2023,Yes
Odisha,Rourkela,Well,Mercury,Medium,5.48,8.25,23.2,2022,Yes
Punjab,Ludhiana,well,Arsenic,Low,7.31,2.68,24.5,2022,Yes
Kerala,Thrissur,Well,Mercury,SEVERE,7.08,6.36,36.6,2021,No
Maharashtra,Nagpur,Reservoir,Cadmium,High,7.28,5.08,18.0,2024,No
Punjab,Patiala,POND,Nitrate,Low,7.21,1.93,22.7,2024,Yes
Haryana,Faridabad,River,Lead,SEVERE,7.02,2.86,15.2,2020,No
Assam,Guwahati,river,Pesticides,SEVERE,6.92,,26.7,2024,No
Gujarat,Surat,Well,Arsenic,Medium,6.34,8.9,24.2,2016,No
Punjab,Jalandhar,Canal,Nitrate,Low,7.63,6.0,23.0,2021,No
Rajasthan,Kota,Groundwater,Plastic Waste,high,6.56,4.92,26.1,2016,No
Odisha,Berhampur,Groundwater,Plastic Waste,High,6.76,5.45,33.8,2016,Yes
Punjab,Patiala,Lake,Plastic Waste,Severe,6.29,6.68,31.2,2021,No
Odisha,Berhampur,RIVER,Pesticides,High,6.12,6.77,17.5,2016,Yes
Bihar,Muzaffarpur,Pond,Mercury,Severe,7.42,5.52,19.1,2019,No
Madhya Pradesh,Ujjain,Canal,Mercury,MEDIUM,5.42,3.22,19.6,2021,No
Maharashtra,Mumbai,Reservoir,Nitrate,High,6.24,7.97,24.7,2024,Yes
West Bengal,Siliguri,Well,Fluoride,Severe,5.99,4.12,24.3,2017.0,Yes
Punjab,Chandigarh,River,Cadmium,Severe,7.25,6.25,30.0,2022,No
Maharashtra,Pune, Lake ,Fluoride,Low,7.73,4.2,24.3,2018,Yes
Haryana,Faridabad,Borewell,Sewage,low,7.05,5.69,20.8,2019,Yes
Madhya Pradesh,,Groundwater, Fluoride ,Medium,6.91,6.09,28.8,2018,Yes
Gujarat,Rajkot, Pond ,Arsenic,Medium,8.06,6.23,17.1,2019,No
West Bengal,Durgapur,Lake,Nitrate,Low,7.57,5.29,21.7,2018,Yes
Odisha,Sambalpur,Pond,Arsenic,Severe,7.37,,27.4,2019.0,No
Punjab,Amritsar,Borewell,Fluoride,Medium,5.77,4.27,24.0,2023,No
West Bengal,Siliguri,Canal,Industrial Waste,Medium,8.03,2.37,22.2,2015,Yes
Haryana,Gurugram, Borewell ,Fluoride,LOW,7.79,6.13,26.8,2019,No
West Bengal,Howrah,Well, Fluoride ,Low,6.72,6.82,20.7,2022,Yes
Bihar,Bhagalpur,Groundwater,Plastic Waste,Low,6.99,3.25,25.8,2015,No
Tamil Nadu,Trichy,Borewell,Industrial Waste,Severe,6.44,7.71,26.3,2021,No
Madhya Pradesh,Gwalior,Well,Mercury,MEDIUM,6.76,4.73,26.9,2024,No
Rajasthan,Kota,Lake,Lead,Medium,7.29,,23.2,2023,Yes
Delhi,Karol Bagh,reservoir,Mercury,Low,8.72,7.6,30.7,2021,No
Bihar,Gaya,Canal,Cadmium,medium,7.25,6.99,24.1,2019,Yes
Tamil Nadu,Madurai,River,Fluoride,High,6.89,3.58,24.0,2016,Yes
Maharashtra,Pune,Reservoir,Arsenic,Medium,5.91,8.36,28.4,2020,Yes
Tamil Nadu,Salem,Pond, Lead ,Medium,5.88,4.81,21.0,2021,Yes
Rajasthan,Kota,Borewell,Lead,High,8.43,5.53,18.1,2023,Yes
Karnataka,Bengaluru,Well,Lead,High,6.77,2.79,22.8,2018,Yes
Kerala,Thiruvananthapuram,Groundwater,Fluoride,Severe,7.02,6.08,29.0,2024,No
Kerala,Kollam,Lake,CADMIUM,severe,4.76,4.6,30.0,2021,No
Rajasthan,Kota,Lake,Sewage,Low,8.38,6.7,19.4,2022,Yes
Uttar Pradesh,Noida,Pond,Chromium,low,7.62,4.7,24.7,2015,No
Maharashtra,Aurangabad,Borewell,Pesticides,Low,7.71,5.47,22.7,2023,yes
Madhya Pradesh,Indore,Lake,industrial waste,low,5.54,5.65,21.9,2018,No
Assam,Nagaon,Borewell,Sewage,Severe,4.5,5.47,23.5,2020,Yes
Karnataka,Bengaluru,Groundwater,Arsenic,Severe,7.17,5.47,26.9,2016,Yes
Odisha,Cuttack,Pond,plastic waste, Low ,6.59,2.27,22.3,2024,No
Punjab,Chandigarh,GROUNDWATER,Plastic Waste,Severe,7.62,5.34,21.7,2023,Yes
Gujarat,Vadodara,Groundwater,Lead,HIGH,6.54,5.09,19.0,2015,No
Rajasthan,Jodhpur,Reservoir,Sewage,High,5.83,4.9,32.3,2022,Yes
Madhya Pradesh,Gwalior,Borewell,Sewage,Medium,6.83,6.81,25.8,2016,Yes
Madhya Pradesh,Ujjain,Well,Plastic Waste,low,7.85,4.95,17.8,2021,No
Karnataka,Mysuru,Well,Arsenic,Medium,7.04,3.04,29.3,2019,Yes
Gujarat,Bhavnagar,Lake,Plastic Waste,Medium,8.93,8.61,26.2,2021,Yes
Haryana,Gurugram,groundwater,Sewage,Medium,6.97,1.78,23.6,2018,NO
Tamil Nadu,Madurai,Borewell,Mercury,Severe,6.67,2.43,19.4,2018.0,No
Kerala,Thiruvananthapuram,Canal,MERCURY,High,7.37,7.03,19.5,2018,No
Rajasthan,Jaipur,reservoir,INDUSTRIAL WASTE,Medium,5.66,6.59,30.7,2017,Yes
Haryana,Panipat,Groundwater,CADMIUM,Medium,6.65,6.47,28.4,,No
Bihar,Darbhanga,Well,Cadmium,Severe,8.01,5.02,18.5,2021,Yes
Assam,Dibrugarh,Pond,Nitrate,Severe,6.26,7.47,21.3,2024,Yes
Haryana,Ambala,Pond,Nitrate,High,6.51,6.21,16.6,2023,Yes
Haryana,Gurugram,Groundwater, Mercury ,Medium,4.63,5.51,25.6,2018,Yes
Maharashtra,Nashik,Well,Mercury,severe,5.62,7.57,23.0,2015,Yes
Punjab,Patiala,Reservoir,MERCURY,Severe,5.94,5.1,27.0,2015,No
Delhi,Rohini,River,Sewage,MEDIUM,6.65,3.85,25.2,2020,Yes
West Bengal,Howrah,Lake,Industrial Waste,LOW,6.12,5.72,21.9,2024,No
Haryana,Karnal,Reservoir,Chromium,High,7.37,6.24,30.1,2017,Yes
Gujarat,Rajkot,River,Sewage,High,7.18,4.1,20.0,2022,Yes
Karnataka,Mangalore,Lake,Sewage,Severe,6.31,10.15,26.1,2022,No
West Bengal,Kolkata,River,Plastic Waste,Low,7.03,2.39,24.1,2019,No
Haryana,Gurugram,Well,Fluoride,Medium,7.0,7.43,30.4,2024,Yes
Kerala,Thrissur,River, Industrial Waste ,MEDIUM,8.65,2.75,23.4,2019,No
Odisha,Rourkela,Well,Sewage,High,6.82,4.71,29.2,2021,Yes
Odisha,Sambalpur,River,Sewage,SEVERE,5.91,3.56,32.4,2019,NO
Uttar Pradesh,Agra,Borewell,Chromium,Low,6.43,5.29,24.1,2015,No
Haryana,Panipat,Canal,Sewage,Low,7.32,3.95,23.8,2017.0,No
Karnataka,Bengaluru,CANAL,Industrial Waste,Severe,7.85,7.22,27.9,2017,yes
Uttar Pradesh,Agra,Reservoir,Lead,Medium,7.68,5.86,26.4,2017,Yes
Maharashtra,Pune, Reservoir ,SEWAGE,High,6.71,7.97,28.0,2024,Yes
Rajasthan,Udaipur,Pond,Cadmium,Medium,5.68,5.8,24.3,2018,No
Delhi,New Delhi,Borewell,Lead,Severe,6.23,9.89,26.2,2021,Yes
Uttar Pradesh,Varanasi,Borewell,Pesticides,Severe,6.94,7.22,19.1,2016,Yes
Maharashtra,Pune,Lake,Fluoride,Medium,5.46,10.38,23.7,2016,No
Uttar Pradesh,Lucknow,RIVER,Mercury,High,6.21,5.98,22.9,2022,Yes
Karnataka,Mangalore,Borewell,Plastic Waste,High,6.35,5.15,21.7,2021,Yes
Madhya Pradesh,Gwalior,Lake,industrial waste,Severe,8.85,6.51,23.2,2021,No
Punjab,Chandigarh,Well,Cadmium,Severe,7.22,10.18,26.8,2024,No
Uttar Pradesh,Agra,Groundwater,Nitrate,Low,6.49,4.91,32.4,2020,Yes
Gujarat,Vadodara,Groundwater,Industrial Waste,Medium,6.09,3.09,26.2,2023,Yes
Karnataka,Hubli, Groundwater ,Nitrate, Medium ,7.38,6.59,34.3,2017,Yes
Punjab,Patiala,Reservoir,Arsenic,High,6.81,3.93,28.4,2024,yes
Bihar,Patna,Groundwater, Industrial Waste ,Severe,8.7,5.93,19.8,2021.0,no
Kerala,Thrissur,groundwater,Nitrate,Severe,8.55,5.72,27.8,2023,Yes
Kerala,Kollam,Canal,Lead,Severe,7.56,5.41,19.1,2022,yes
